path,lobbies_assigned_final
2022-01-23_S1_aribunnie_1273618538,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10]"
2022-01-23_S1_skadj_1273625648,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10]"
2022-01-23_S1_courtilly_1273629897,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10]"
